book$chapter$strophe$verse$position$string$inner_position$word$lemma$verbal_root$verbal_prefixes$lex_id$idtea$boundary$udpos$cas$num$gen$per$tem$synsets$instance_id$kasus$semantik$funktion$annotation_mode$annotation_problems$num_anno_problems
8$1$1$1$1$mā$1$mā$mā$$$170120$4704266$0$ADV$_$_$_$_$$not~96750~144$$$$$$0$0
8$1$1$1$2$cid$1$cit$cit$$$217142$4704267$0$ADV$_$_$_$_$$even~96713~27+indeed~96832~12$$$$$$0$0
8$1$1$1$3$anyad$1$anyat$anya$$$164189$4704268$0$ADJ$3$1$3$_$$other~78363~539+another(a)~78364~153+remaining~78373~26+different~78366~10+anya [word]~132969~4+other than~78372~2+more(a)~75427~2+fresh~68935~2+any(a)~75297~1$$$$$$0$0
8$1$1$1$4$vi$1$vi$vi$$$216733$4704269$0$ADV$_$_$_$_$$apart~98199~3+away~98193~2+away~98194~1$i1$_$_$_$def$0$0
8$1$1$1$5$śaṃsata$1$śaṃsata$śaṃs$$$157408$4704270$0$VERB$_$3$_$2$Present imperative$recommend~88164~80+tell~88504~26+praise~88092~11+approve~87353~10+communicate~87649~7+recite~88471~3+commend~88202~2+bode~88155~2+name~88820~1+agree~87742~1$i1$$$anchor$$3=empty surface: Akk-a-ob~no surface śaṁsata: _-_-_$2
8$1$1$1$6$sakhāyo$1$sakhāyaḥ$sakhi$$$170735$4704271$1$NOUN$2$3$1$_$$friend~45765~90+companion~44969~8+sakhi [word]~132629~4$$$$$$0$0
8$1$1$1$7$mā$1$mā$mā$$$170120$4704272$0$ADV$_$_$_$_$$not~96750~144$$$$$$0$0
8$1$1$1$8$riṣaṇyata$1$riṣaṇyata$riṣaṇy$riṣ$$216588$4704412$1$VERB$_$3$_$2$Present imperative$riṣaṇy [verb]~135348~1$i2$_$_$anchor$def$0$0
8$1$1$2$1$indram$1$indram$indra$$$63463$4704273$0$NOUN$3$1$1$_$$Indra~42973~873+leader~43415~297+best~44500~161+king~46329~78+first~60407~20+head~46009~14+self~27561~5+indra [word]~132424~4+Indra~100645~1+sapphire~65311~1+fourteen~59928~1+guru~45962~1$$$$$$0$0
8$1$1$2$2$it$1$id$id$$$217401$4704274$0$ADV$_$_$_$_$$indeed~96832~63+assuredly~98443~1+entirely~96670~1$$$$$$0$0
8$1$1$2$3$stotā$1$stota$stu$$$157515$4704425$0$VERB$_$3$_$2$Present imperative$laud~88110~43+praise~88092~31+declare~88744~3+stu~132223~1$i3$$$anchor$$3=empty surface: Akk-m-ob~no surface stotā: _-_-_$2
8$1$1$2$4$vṛṣaṇaṃ$1$vṛṣaṇam$vṛṣan$$$142874$4704275$0$NOUN$3$1$1$_$$bull~11772~36+Indra~42973~2+stallion~11623~2+Vṛṣan~118769~1+man~46588~1$$$$$$0$0
8$1$1$2$5$sacā$1$sacā$sacā$$$9155$4704276$0$ADV$_$_$_$_$$jointly~97339~5$i3$_$_$adv$def$0$0
8$1$1$2$6$sute$1$sute$su$$$157338$4704277$1$VN$8$1$1$_$PPP$press out~90392~50+su~133423~1$i3$L$g$ru$def$0$0
8$1$1$2$7$muhur$1$muhur$muhur$$$136357$4704278$0$ADV$_$_$_$_$$again~96839~86+repeatedly~97794~27+continually~97139~1$i4$_$_$adv$def$0$0
8$1$1$2$8$ukthā$1$ukthā$uktha$$$64199$4704279$0$NOUN$3$3$3$_$$hymn~33057~19+praise~31345~7+uktha [word]~133413~2+encomium~31348~1$$$$$$0$0
8$1$1$2$9$ca$1$ca$ca$$$157144$4704280$0$ADV$_$_$_$_$$and~104004~14528+besides~96882~787+then~97342~365+now~96893~41+even~96713~5$$$$$$0$0
8$1$1$2$10$śaṃsata$1$śaṃsata$śaṃs$$$157408$4704281$0$VERB$_$3$_$2$Present imperative$recommend~88164~80+tell~88504~26+praise~88092~11+approve~87353~10+communicate~87649~7+recite~88471~3+commend~88202~2+bode~88155~2+name~88820~1+agree~87742~1$i4$$$anchor$$3=empty surface: Akk-a-ob~no surface śaṁsata: _-_-_$2
8$1$2$1$1$avakrakṣiṇaṃ$1$avakrakṣiṇam$avakrakṣin$$$53973$4704413$0$ADJ$3$1$1$_$$$$$$$$0$0
8$1$2$1$2$vṛṣabhaṃ$1$vṛṣabham$vṛṣabha$$$142878$4704282$0$NOUN$3$1$1$_$$bull~11772~46+Vṛṣabha~135591~1+Vṛṣabha~100417~1+best~44500~1$$$$$$0$0
8$1$2$1$3$yathājuraṃ$1$yathā$yathā$$$73250$4704414$0$ADV$_$_$_$_$$equally~96738~137+as~132742~39+so that~136152~24+like~132728~23+how~97289~7+yathā [word]~132802~1+that~132761~1+wherein~100034~1$$$$$$0$0
8$1$2$1$3$yathājuraṃ$2$ajuram$ajur$$$220944$4704415$0$ADJ$3$1$1$_$$$$$$$$0$0
8$1$2$1$4$gāṃ$1$gām$go$$$166386$4704283$0$NOUN$3$1$1$_$$cow~11773~497+cattle~11768~137+go [word]~132332~21+Earth~39810~17+bull~11772~12+floor~42405~6+milk~37140~6+beam~49256~5+sunbeam~49515~2+leather~64041~2+hide~64038~1+horn~6027~1+language~27464~1+bowstring~14380~1+earth~64479~1+ox~11769~1+Svarga~101658~1$$$$$$0$0
8$1$2$1$5$na$1$na$na$$$43432$4704284$0$ADV$_$_$_$_$$not~96750~3267+like~132728~245+no~96752~9+na [word]~133437~2$$$$$$0$0
